Image,Blade Range,Total,Update Date,Image URL,Released Year,Model #,Brand,Type,Bevel,Slide,Blade Diameter,Watt,RPM,Power Supply,Soft Start,Laser,Others,Key Innovation/Significance,REF URL,Price,Price Range
,Ø222~267mm,"Dual
Robust Arm
Corded
Soft Start
-
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2013,Bosch CM10GD,Bosch,1.Benchtop,Dual,Robust Arm,254,1800,4800,Corded,Soft Start,-,E Brake,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFDc3eTMTNeq4MqOXSqL8qRcjE5LBBIe4bzw9E3Uz9MXhZ1Os7bwgtGUhEdGwQKsu-E5iMDcoTeJbDCNfdSXRC1biTcwSgYv_lM4vG9vWm_y4c17UGcpGTLfs3SoeZmuFAoHn6lNuthjprt721ErF9gKIU5CVQARQa3D-5UoNZtEDGQmKD91nfWuPZGKA_njUdhpyP68cOnBg==,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHNitMhv6QoRk92lH4oXXAhEsKn8XoxYrB1De22o-Hf8DPQPG8bS8GRQ-IVD5TGT4o7Z4bcbr3Prk8Zn38iuYKI6mXAkK41OR7td8Jul_Jvrj1lZovTv46JSQPkrjuPEuLp8zPGXEwwFHLE0GjogUSUx-LkiI52",,
,Ø279~333mm,"Dual
Robust Arm
Corded
Soft Start
-",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2013,Bosch GCM 12 GDL (EU),Bosch,1.Benchtop,Dual,Robust Arm,305,2000,4000,Corded,Soft Start,-,,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHkEH9GDAsGDgnrWVGOpksBPnb6f6hRM0IXYqMXxid-a8I-QHcEU2tjUMdYVnZbCr-3NB83bemikLEhdz-mjLdt5QjykX98LudHuwT-6cpAznI2J-AMI0356x69gZUOMLzEeUt5kPLUda7lwlUfjw==,,
,Ø222~267mm,"Single
Compound
Corded
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2013,S26-262L,Delta,1.Benchtop,Single,Compound,254,1800,5500,Corded,,Laser,,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFml2euWX6Vft1P-WShhC7sEoK9j9iqwRNTt7aN1QjuXP4rBeZsQAc0rTqS_8h9gJKIchZBEMKNHIffMAH0vJcNTwAkg3nVQ7Jduz0k_I_h5hghrINqDKlP5qzwQwgxADobCTdEvOfnxSNiY7HLl3mK6vGUFJfJ_Pc=,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEPiZ5SaEEwqQX6iFAiyZnb3HmsSy41YNqnlBWgQFKDN00l1PRyW7OmBXOnQnL-5ojyh9IE__gd5R9cRnas2SskwUNBXC8GMNF5PNED2swX3kjp0aJbCGq_jrIvFnjbWIum3DsAUcY=",,
,Ø222~267mm,"Single
Compound
Corded
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2013,S26-226L,Delta,1.Benchtop,Single,Compound,254,1800,5500,Corded,,Laser,,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFml2euWX6Vft1P-WShhC7sEoK9j9iqwRNTt7aN1QjuXP4rBeZsQAc0rTqS_8h9gJKIchZBEMKNHIffMAH0vJcNTwAkg3nVQ7Jduz0k_I_h5hghrINqDKlP5qzwQwgxADobCTdEvOfnxSNiY7HLl3mK6vGUFJfJ_Pc=,,
,Ø222~267mm,"Single
Compound
Corded
-",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2013,DeWalt DW713,DeWalt,1.Benchtop,Single,Compound,254,,5000,Corded,,-,,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGZit4lOQ0anU6-2IR6cQvS8uCfh3UlLGe2SBa4MuSzsqamC-zWLTWbUmcgDffpMqO4LgR_sTlpndYjUwLQ8iisYYyuRG9IUY2E6BZ_1GTlYeRvHY-bsoZ4DFjsXXaJ_fIftgl0tEKP69UKIcKDCiT7VzIVmsE_dcGp0htDh-Mgi7Y6InQyZvaTDsgyP-8UEQLPYRLoCiNVx3EoWeRrdS2ys9MtbaK5deN1DZlP,,
,Ø279~333mm,"Single
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2013,RT-SM 305 L,Einhell,1.Benchtop,Single,Rail,305,1800,4800,Corded,Soft Start,Laser,,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEyXJScp5cNNrxYR7rhymsSYyIuatk9zYRortA6e1fdZpSaiUOcbMt9PuP8C6056k-06vF-exO4kRgaEojFnFl2TRsHrxmpmBTb_HXfS9bvNeO8JR3dfK1dPhYi6CozA_mZPV-aIUeizInX-JdsKfJ5iTMo065nxp0OzF-z3l2suOt3ghHShEma2Ta_qjY2nWnNKy8Q-8Y6DT2kT-NXW12ZmoA-Y6vwz8Rmj6dNCD4JKVepsHAy77KysZOdYroUOYm1jw==,,
,Ø191~222mm,"Single
Compound
Corded
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2013,TH-SM 2131,Einhell,1.Benchtop,Single,Compound,210,1500,5000,Corded,,Laser,,good,https://www.manualslib.com/products/Einhell-Th-Sm-2131-Dual-3294333.html,,
,,Corded,2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2013,Festool CT 36,Festool,,,,,,,Corded,,,,good,https://www.festool.com/products/dust-extraction/mobile-dust-extractors/574933---ct-36-e-hepa-usa,,
,Ø279~333mm,"Single
Compound
Corded
-
-
-",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2013,Makita LS1221,Makita,1.Benchtop,Single,Compound,305,1650,4000,Corded,-,-,-,good,https://www.makitatools.com/products/details/LS1221,,
,Ø191~222mm,"Dual
Rail
Corded
Soft Start
Laser
Speed Ctrl, SYM Fence",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2013,KGSV 72 Xact SYM,Metabo,1.Benchtop,Dual,Rail,216,1800,2200-6300,Corded,Soft Start,Laser,"Speed Ctrl, SYM Fence",good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGEeKXIGYD5duRmriD-ZrPFQBTHyV8wqxkCCAVvED2LBXcG9wYVs5q2p8wh79AnxrXwrRfIOi4Y86F5hh39k2KlrJjERnDGcoCxZk1UYmbj0HoF1xBu5zw74ET4qdf2Tgs7dbEwJhYiRCM_zGZC,,
,Ø222~267mm,"Single
Compound
Corded
Soft Start
Laser
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2013,Ridgid R4110,Ridgid,1.Benchtop,Single,Compound,254,1800,5000,Corded,Soft Start,Laser,E Brake,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQE7fspt-nFv8Ob5Ol3YyhNcGHLL_0nbYiNQ-BIxwFrWm4C0KWTnRL-1yifTKQKGTZezjjgMeGtboQFmq-k_B0GLIVud3ajYDs_T5yVZsy7J0UmYrWAnAXYcdKUVrdMCZa2grMy1mBheUYk=,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEbPT189V7iXfLaXssg04l1eFpR4m-KTsZTh9ADMlRPFX3UZJ8GCkLKj23u8OK1igpDpVH6uNEiKcmf4f49jF5FwFk5v8rWE1mtA5UBrYM6i7_9uJ1oOm3JWSUNI6PuqjzgiMz5pJtT0mhFr9C6aR2oFmh0cMYY0srx1hvdOj9I7sLBJ76WW671Tg7LIrdm72TaGRP0gNqKUcjShQ==",,
,Ø191~222mm,"Single
Compound
Corded
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2013,Capas 7,Scheppach,3.Multi Function,Single,Compound,200,1200,4500,Corded,,Laser,,good,https://www.manuals.ca/scheppach/capas-7/manual,,
,Ø191~222mm,"Single
Compound
Corded
Soft Start
-
Speed Ctrl",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2013,PL 75,Scheppach,1.Benchtop,Single,Compound,210,1600,4500,Corded,Soft Start,-,Speed Ctrl,good,https://scheppach.co.uk/product/pl75-plunge-saw-210mm-blade-1600w-230v-5901804901/,,
,Ø279~333mm,"Dual
Robust Arm
Corded
Soft Start
-
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2014,Bosch GCM 12 GDL (NA),Bosch,1.Benchtop,Dual,Robust Arm,305,1800,4000,Corded,Soft Start,-,E Brake,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFBOP8mhrf-gwm1XYPGbGy0Yj6ba9G6NFQHKqQmze8L199SZeVnRfGH89bEzW-YTGXrkVLt7QLa_-4_Z2SqVGpJyW3_WXkdPoA09RcaUVZBwcIPGVUhCZRfWPSJ2wMP9WiA1kfKOCgrfxzyXWUV_WTQvRR8gbnYRyXdPdvjyZrITpE=,,
,Ø222~267mm,"Dual
Robust Arm
Corded
Soft Start
-",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2014,Bosch GCM 10 GDL,Bosch,1.Benchtop,Dual,Robust Arm,254,1800,4800,Corded,Soft Start,-,,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFBOP8mhrf-gwm1XYPGbGy0Yj6ba9G6NFQHKqQmze8L199SZeVnRfGH89bEzW-YTGXrkVLt7QLa_-4_Z2SqVGpJyW3_WXkdPoA09RcaUVZBwcIPGVUhCZRfWPSJ2wMP9WiA1kfKOCgrfxzyXWUV_WTQvRR8gbnYRyXdPdvjyZrITpE=,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHYUVyxOl85nHUUXlV_FihSNbWXN4oGHZ0pYfHDlIGAF6vF52PF8L9I3LKP46719d4CYPAHxEc4fqJizJErpxXYDIY00WecAYk99O1RBTKjG2nq1Sz4HxfmJJTzS4VYGnXOkhY-Cw==",,
,Ø191~222mm,"Single
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2014,Bosch GCM 8 SJL (Gen2),Bosch,1.Benchtop,Single,Rail,216,1600,5500,Corded,Soft Start,Laser,,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQF_r8rKvirZjUFvDyYDQs6Yw_DGWaViINfYRSOaXESuZuQz1iVuSKhfqP6b5K82R_m0GW80Dj009daZeFER42H-1VH6iXNBuXSc6xcc9kkJAELaCeF3Re8rHwwb57domlEvwPIG4qGMzzHtP5ZayWA=,,
,Ø279~333mm,"Dual
Rail
Corded
Soft Start
-
E Brake, ",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2014,Bosch 5312,Bosch,1.Benchtop,Dual,Rail,305,1800,3800,Corded,Soft Start,-,"E Brake, ",good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFiePHOcUAkVB8Ux68y_y3pU5GlLo7Yq0k8xyGOb0P3k39gpARkVjNQvekGhiOuplcCkK3QeE7yghd8anYFkDhJJeFVahvcQHwfoQWbLK9X_RKqlNYqHIrdTHc4-ASiJisZoAF9oBcF2SGbXh651fPmgBvs2NSN_AVsEY8=,,
,Ø222~267mm,"Dual
Robust Arm
Corded
Soft Start
-",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2014,26-2241 (Cruzer),Delta,1.Benchtop,Dual,Robust Arm,254,1800,4000,Corded,Soft Start,-,,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGoQW-N_EM-NCnSQPKu9Ck_ZXzdTpi3rxdDPwmaetzJm_y8urPBZ3dLZl6KhmKz3bPeTB_BXaRIybLwvVnzeYi7CUSEh3jTpdBOj5U5JzpBUOn4N7W9wn3yh6JTD4NcDeFJfaSp7f7guDsDjx6R7QCVQ6U957r4vrgn54apNSObxSImFPP3gCABh2L0ovdqRyY09tA=,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGQcLoUskAjhRwdfe8wW8pdDDh1TW95RmQIDDG-sNnYPueEaoOxvhTO7QvplPVYDXgIU6ltp_tfVdjlktk9tosZ2wjK4UXaPO2XHe8MyOh3pd18vtdhFsc9iuft0oh5qHcYabz0v7iOLF5U7NQ_IZgUNLAjZ9ZlJtp_1Cz51aGmq4n5wkw0j9-8XFPWVkMrBA==",,
,Ø191~222mm,"Dual
Rail
Corded
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2014,TH-SM 2131 Dual,Einhell,1.Benchtop,Dual,Rail,210,1500,4900,Corded,,Laser,,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEjgU7SXpMYouVXkEaCcS1kGKF3rHAtvo1Wf-Y8TF2AzqbsCpb428-qo_21k1s92g_6xHwcFpQcNciIxx_6HK1TDmWrES0Na8q22O6dHp4g-1fnf1DYxDP8n7BrJPRFGt99aHfnKwytmKsu0mOhrzKbKRQ=,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHFrzNAQsJ7S7YtioWm0skLy59Tf-6Un16o_rI21_1trl9zDJocLweSEAE2RhoVyFrY4eMPQsDHsTLQiZA81MuDi7zlj_Ir-zKgjT3TnvtpE9XU3WFNsiPvxQlR-H3vP112TrVy4i0UwWm4JZhp835X",,
,Ø191~222mm,"Dual
Rail
Corded
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2014,TC-SM 2131/2,Einhell,1.Benchtop,Dual,Rail,210,1500,4900,Corded,,Laser,,good,https://www.manualslib.com/products/Einhell-Tc-Sm-2131-Dual-3294333.html,,
,,Interface,2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2014,Festool UG Series,Festool,1.Benchtop,,,,,,,,,Interface,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEwL6zB0DhW7AeGT7YKn3wNfBCiF5pBqryoQoHuZD19pSc9Xm_CXzy0raRIX8nhCjmAGbAyC8mrToeVccw2IQaNjnDuF7Ev8j54EZuNlYsShi7Sw3UTJdgc1H5RtgfO-GShPPI2oLJKq24dMbPTA3H7YNWqerU4NMxhbLFYVmGX1d1rCzckx5JFpCcuqMTaFOudNQ9e8lrXTBUk,,
,Ø191~222mm,"Single
Rail
Corded
Soft Start
-",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2014,Makita LS0815F,Makita,1.Benchtop,Single,Rail,216,1260,5000,Corded,Soft Start,-,,good,https://www.makitatools.com/products/details/LS0815F,,
,Ø222~267mm,"Dual
Rail
Corded
Soft Start
-",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2014,Makita LS1018,Makita,1.Benchtop,Dual,Rail,254,1560,4300,Corded,Soft Start,-,,good,https://www.makitauk.com/product/ls1018l,,
,Ø191~222mm,"Single
Rail
Cordless 18V
-
-
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2014,KGS 18 LTX 216,Metabo,1.Benchtop,Single,Rail,216,-,4200,Cordless 18V,-,-,E Brake,good,https://www.manuals.co.uk/metabo/kgs-18-ltx-216/manual,,
,,Model does not match brand,2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2014,KS 120 (Precursor),Milwaukee,,,,,,,,,,Model does not match brand,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFVmVfanGZIbkjNebQoRdOJ-LdxzhI07sfFOCZjD65-eM1RkG5fnTl1WpxTSaaggxcEQ1JJPHel-Gg9KPvlt2Lkkm3BytenZVSAwwF0Dl0878zQeVxwwVmYnEhawlFCVd_SJSfFDrpGRzFGgWXV1wuftVhXaobia-sltgGD5N4eNHzgcFNvY71YNqvLPc2bcYdm0vgxaZA=,,
,Ø191~222mm,"Single
Rail
Corded
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2014,HM 80 MP (SE),Scheppach,1.Benchtop,Single,Rail,216,1700,3800,Corded,,Laser,,good,https://www.manualslib.com/manual/800263/Scheppach-Hm80mp.html,,
,Ø279~333mm,"Dual
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2014,HM 305 SL,Scheppach,1.Benchtop,Dual,Rail,305,2000,5000,Corded,Soft Start,Laser,,good,https://www.manualpdf.in/scheppach/hm-305-sl/manual,,
,Ø279~333mm,"Dual
Rail
Corded
Soft Start
Laser
E Brake, Speed Ctrl, ",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2015,Bosch GCM 12 SDE,Bosch,1.Benchtop,Dual,Rail,305,1800,3100-4000,Corded,Soft Start,Laser,"E Brake, Speed Ctrl, ",good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHcYNIjbccLDEQXRbKmv51miY5NrU2y2Ezma4clDKjP9ATlPozhwKV56poxuruy1LKuum4Tgmf9Y3uGEx6_ubwIX-sKy_PpeOIanYyjJyfvvh1OGCXrXXT2DmTB5R03ogiq7Zp40Ss=,,
,Ø191~222mm,"Single
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2015,Bosch GCM 8 SJL (NA),Bosch,1.Benchtop,Single,Rail,216,1600,5500,Corded,Soft Start,Laser,,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGaj9OtMq-wzGk4ErbAkeaUFvdkhndin0nRxYBZ34r-ZC-pZrfH6Fy0NE8SYbvJvHOBvIu0WjvOuTjaVCZ60TW1cWOBUHZEK_hExe31acKWxh1UZL2Tf-gUJZSQW6IhJOnvfmihnmhIlXOunKbY6rqJTieU8Crl2Su1QRBnB7JZNlkn,,
,Ø279~333mm,"Dual
Robust Arm
Corded
Soft Start
-
E Brake, ",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2015,26-2251 (Cruzer),Delta,1.Benchtop,Dual,Robust Arm,305,1800,4000,Corded,Soft Start,-,"E Brake, ",good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFnT5V2fvkiDVDJzI73rT5MMWXawyxCR7lYf79VCsBFh3H_5Psf0jG9CqkHbzdc4g1-Bb5Yp8TQZngKGCbYlasuPhBl7l9Nts1knMbZ5kW_64DpNzwUSaTtZ_5aIZIKL6UyO4YNg9usOe3cJmW5CjS9SU6CTkp1_c3Hi3PfM-Oi5mFG1rEA5daDGOvKJJr0kCs=,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHEjCMIdm8V0099EnUzUdUw29BhgxKIVJ687ReAHbJU_QKTBErNdHR5mau1kYeDpL4Yf1mvOcx-6UBHaJ6-ADphzybmzvtbho3JK8rEtSCmKQeQQwKMOslXfdyeSarup3yyUU4WsgI=",,
,Ø222~267mm,"Single
Rail
Corded
Soft Start
Laser
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2015,S26-263L,Delta,1.Benchtop,Single,Rail,254,1800,5500,Corded,Soft Start,Laser,E Brake,good,https://deltamachinery.com/products/s26-263l/,,
,Ø127~191mm,"Single
Rail
Cordless 20V
-
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2015,DeWalt DCS361,DeWalt,1.Benchtop,Single,Rail,184,,3750,Cordless 20V,,-,E Brake,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGrM11StLalG70FaUqLldfriVYxDwkOW8bkmcGFsWTZwEFhejuXVeBcH3B6-w4nLQlxOBIlBLQrIQL9hd-eHfiRbABCjeaR4GgKwcfihLvs0mfjVQw0Va8XXfUzefSzLUQ41oF6uBE=,,
,Ø222~267mm,"Dual
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2015,TC-SM 2534 Dual,Einhell,1.Benchtop,Dual,Rail,250,2100,4000,Corded,Soft Start,Laser,,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQE6lnCDzuNlSPNb0B0rp-2OTBM3xeCegFBhpxyzgv_3Lj5eQKB8hgsH8s6Hi_dJuEZuRGcyQVcmM_5J_Q1gnRBHl-1WXoOw_8ZlPsb5ZZLb7fLsfIMZZFKkYb-9AReDcunCtVDXxvTfn0x_u9RjGLJOA5kEutC73gGfWczrvrTVhC2t2ppr1HqboasRlviCGOdt4wIJZXdLGfs6tTH4l2XqrovSSUsHaOHcx9rIfdbm6z3Us93uyXT7MJs-MFvcCp3byGSiJvTV0yVFR57x4uOC06MhP1TRpWakIaPekHQD,,
,Ø191~222mm,"Single
Compound
Corded
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2015,BT-SM 2050,Einhell,1.Benchtop,Single,Compound,210,1700,4800,Corded,,Laser,,good,https://www.manualslib.com/manual/1024329/Einhell-Bt-Sm-2050.html,,
,Ø222~267mm,"Single
Compound
Corded
Laser
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2015,C10FCH2 (NA),MetaboHPT,1.Benchtop,Single,Compound,254,1800,5000,Corded,,Laser,E Brake,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFhCVjdlyWlgi2leODPY0ChQehcS1tOFaioigntFfLRcJK-9Tw78YPfiuEfnLQYlhLBV-EB7aWjSoDh60nFqtiZ6h7kYuDOZN1bHVUcbVpH5S5WR6f6Uc7b9fkG7UGfc7ejQTZJyw5eEGS_gg==,,
,Ø222~267mm,"Dual
Rail-Front
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2015,Makita LS1019L,Makita,1.Benchtop,Dual,Rail-Front,254,1800,3200,Corded,Soft Start,Laser,,good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFkgqMBXCQNyFFHDXYN3c2XEaeJnurTDAB2x-EHudLbk6g847e5yEejVrD4jtLs8mVnecYcbFp_OOgDN0qVOqKK1_Lmrv8YvZ3wC9UqecEXIAa6a-7fIQBYGeNTrlaUjIk-CYA4bs9kVuZhZi1tEvi2xKWsR5nT6l4vfgLCLRKNKv-k_gf4txAz9FCbjn0oa-d80-ED3Chaq3s8qqs=,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGy8FFvHluU7WPy-h--RClH9mMvczXPqF8VLAj67DOYcOAD2PQ8J9Qyd0P8QQgg4tBfHhomni9fm4uxASNDNRXJWJZ-9ww5Bfw3AQ0xAdbevLo4vIk0Cg7n9NHzjg8E6Bq2sPUxT65V0eKTI0gM_9-tWBkQDnmSu8UPH-55AKwToPLGK1skXKkA_cmi1JVmgtoIqWRNWf8t-VjPEJzbUPENW_Mk2MQdcT9uPA==",,
,Ø191~222mm,"Single
Rail
Cordless 18V
Soft Start
Shadow",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2015,KGS 18 LTX BL 216,Metabo,1.Benchtop,Single,Rail,216,,5000,Cordless 18V,Soft Start,Shadow,,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGeZpMpAbsoKDUiZKS9CHd-pyUd19SrkNHWiJDkLHaY9GQUaUAoKu4QYksJGSffDduffNZyRRMG5jYH2buW2AZr24aUwoD_q9437AiGW7ZlXWG9-Tn3keNz7_jwJBlKrENZMiVNmfW8OWlo-fpVM6IPuzt2y3adJmLm2RvTGoyTnT2vCDLrLtkSJtbaha_lJZ3KlqxYgtQj_49L256-agyf,,
,Ø279~333mm,"Dual
Rail
Corded
Soft Start
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2015,Ridgid MS1290LZA (NA),Ridgid,1.Benchtop,Dual,Rail,305,1800,4000,Corded,Soft Start,Laser,,good,https://www.manualslib.com/manual/140232/Ridgid-Ms1290lza.html,,
,Ø222~267mm,"Single
Rail
Corded
Laser
Speed Ctrl",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2015,HM 110 MP (2015 版),Scheppach,1.Benchtop,Single,Rail,254,1800,5000,Corded,,Laser,Speed Ctrl,good,https://www.toolsidee.com/Product/scheppach-hm110mp-semi-professional-pull-off-cross-cut-and-mitre-saw.html,,
,Ø191~222mm,"Single
Rail
Corded
Laser",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2015,HM 216 (初期版),Scheppach,1.Benchtop,Single,Rail,216,2000,4700,Corded,,Laser,,good,https://scheppach.co.uk/product/hm216-sliding-mitre-saw-with-laser-2000w-230v-305mm-blade-5901215901/,,
,Ø191~222mm,"Dual
Rail
Corded
Soft Start
Laser
E Brake, Speed Ctrl, ",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,Bosch GCM 8 SDE,Bosch,1.Benchtop,Dual,Rail,216,1600,3500-5000,Corded,Soft Start,Laser,"E Brake, Speed Ctrl, ",good,"https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQG56pPSHe4RR3-pAiTRohtJvsfAzmFJCQRWa9Fx43ECY7pxjA5J0ai10uBE-bAfCEsuPtqXUOfoDL7-FCLCZKecNQ9oB0Neyxc0r4frxueO9iV-cxtoyEGumTyjVvUUgxddjryaW5savuGPAvXenNxy0KBfzUgsnN2LZ6Eh4LWTKtw=,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQE_CMOwRhQ_RZNIuVyRvSKj45qQ7sPkQ0-rstalzObstEozFJf5PGeY6BznTBOZTurF69rtvjy1-ujLh238CqU178A9mDBKAcUY8ex7EAi-yfA9YeCZw9F6gscL2qzr588_sgiAZnRWosiiV2JRA9qBWtVut3mRpmAvQ9XzkK2bOWLKwcFVzeDXVJhqGFVwXu8_1nsWBpNc4zvOidU=",,
,Ø279~333mm,"Dual
Rail
Corded
Soft Start
Laser
E Brake, Speed Ctrl, ",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,Bosch GCM 12 SDE (NA),Bosch,1.Benchtop,Dual,Rail,305,1800,3100-4000,Corded,Soft Start,Laser,"E Brake, Speed Ctrl, ",good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQG56pPSHe4RR3-pAiTRohtJvsfAzmFJCQRWa9Fx43ECY7pxjA5J0ai10uBE-bAfCEsuPtqXUOfoDL7-FCLCZKecNQ9oB0Neyxc0r4frxueO9iV-cxtoyEGumTyjVvUUgxddjryaW5savuGPAvXenNxy0KBfzUgsnN2LZ6Eh4LWTKtw=,,
,Ø222~267mm,"Single
Rail
Corded
Soft Start
Laser
E Brake",2026-02-01 Corrected (4R),https://media.cdn.bauhaus/m/368906/15.jpg,2016,S26-263LH,Delta,1.Benchtop,Single,Rail,254,1800,5500,Corded,Soft Start,Laser,E Brake,good,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGjGm4nA9tfvwxH6UUFnGW8vJZq-EA6NMN4LkhYczsDJ8p5KjM_eWPc8jxtMeqHNte1_g80mNJL9FKCmkqfytsbu9p_-yJ1vGuIdP7hAGmU8Y04DANBOZ9xIoP8GwyXkJtokF0C3plAio683KwtTbVTbvoMD3kzfUC7CpQR8MuYQQYGYNFqYlCI,,
